1,7,3,5,13,21,22,31
1,7,19,20,27,30,41,47
1,4,11,14,16,31,36,43
0,5,4,3,6,7,8,9
0,43,44,45,46,23,24,25
0,32,33,22,23,2,3,5
0,0,9,8,7,4,5,6
0,15,16,33,34,41,42,43
0,0,1,2,3,4,5,6
0,42,29,6,19,28,17,2
0,40,37,41,47,4,20,10
0,7,12,44,14,30,3,1
0,33,40,3,17,44,6,47
0,24,12,45,43,4,44,38
0,18,2,12,47,36,13,20
0,19,4,31,21,2,40,35
0,9,3,1,16,4,20,22
0,37,34,28,22,21,26,41
0,42,37,4,27,33,35,41
0,44,19,38,46,24,39,14
0,37,8,44,40,18,14,34
0,28,38,23,8,0,7,31
0,30,23,42,45,21,17,39
0,48,24,34,31,30,17,40
0,1,25,40,21,10,48,28
0,8,26,30,38,14,45,48
0,0,19,9,45,10,29,8
0,22,30,26,29,44,23,25
0,46,0,40,19,7,18,5
0,29,38,20,31,19,0,21
0,23,47,21,7,45,35,25
0,26,21,36,47,6,0,41
0,11,35,33,36,20,12,13
0,15,27,12,14,10,4,31
0,5,0,22,7,35,28,33
0,40,24,26,10,13,37,4
0,16,12,44,11,26,29,2
0,25,16,47,8,39,2,37
0,14,48,39,35,32,25,5
0,44,29,16,22,47,15,39
0,18,20,23,9,41,25,35
0,22,39,3,8,21,37,38
0,41,33,13,32,24,7,40
0,6,33,12,10,34,14,23
0,0,42,15,11,48,43,3
0,37,11,27,46,24,41,34
0,32,46,16,48,29,2,24
0,20,13,19,25,32,39,45
0,44,33,5,14,4,11,9
0,4,12,3,8,32,41,37
0,43,37,22,17,47,24,18
0,34,14,19,10,4,6,28
0,13,0,21,45,31,19,1
0,20,39,44,48,0,33,16
0,15,12,46,43,17,22,42
0,38,32,4,45,41,47,30
0,23,48,5,45,1,17,32
0,44,9,10,13,32,29,12
0,10,9,16,48,17,1,25
0,11,26,41,47,3,21,37
0,19,31,18,27,48,45,2
0,3,23,30,21,28,10,42
0,30,0,31,34,32,19,29
0,33,47,36,3,9,11,27
0,21,23,19,46,42,24,18
0,36,18,40,15,28,8,22
0,13,31,14,23,44,5,46
0,34,27,45,33,17,13,35
0,29,7,39,3,40,33,41
0,16,18,45,12,1,31,24
0,24,14,15,2,47,25,42
0,25,15,43,47,46,36,35
0,34,8,20,18,35,44,21
0,20,7,6,35,10,48,37
0,38,45,29,19,25,42,32
0,14,3,42,34,38,27,36
0,14,25,40,34,39,22,33
0,19,12,40,27,9,36,18
0,6,44,27,2,25,15,26
0,13,48,12,2,10,0,9
0,48,17,39,24,13,16,12
0,40,22,9,35,6,11,21
0,33,6,14,4,46,31,36
0,23,26,31,2,48,19,29
0,4,13,0,24,42,1,25
0,28,9,17,41,1,44,20
0,40,29,33,41,39,13,45
0,33,27,42,19,7,29,44
0,11,14,45,43,9,7,18
0,35,45,1,37,2,17,6
0,28,39,41,12,5,38,31
0,46,28,19,48,24,36,16
0,20,17,32,36,10,43,35
0,20,21,45,2,25,47,12
0,1,43,8,20,47,27,29
0,14,47,4,38,36,2,48
0,10,26,43,27,11,39,29
0,22,33,2,27,39,26,45
0,29,32,24,6,36,48,9
0,18,20,48,1,44,15,13
0,14,0,2,13,26,11,45
0,43,24,41,3,47,18,17
0,10,6,5,18,11,46,26
0,12,20,35,32,30,9,31
0,27,17,15,8,43,41,10
0,32,48,34,2,21,10,42
0,14,48,21,43,47,8,39
0,31,39,38,20,36,32,5
0,24,3,2,11,0,37,5
0,28,43,41,35,16,23,18
0,47,35,2,18,44,19,46
0,44,10,14,29,20,31,12
0,25,32,35,5,22,1,38
0,48,1,19,2,36,37,13
0,10,17,0,6,11,44,41
0,15,14,21,43,17,28,30
0,38,20,15,18,30,47,4
0,7,44,27,43,2,32,15
0,46,23,16,37,15,22,32
0,3,40,11,42,8,41,36
0,24,14,48,29,34,38,0
0,22,33,13,35,28,38,3
0,10,44,5,32,16,13,12
0,1,15,19,34,31,20,47
0,1,2,17,37,35,44,19
0,5,13,12,27,3,40,4
0,36,1,23,15,25,46,19
0,37,28,9,8,14,4,33
0,10,13,41,25,21,31,34
0,0,48,4,34,24,9,2
0,48,7,44,11,46,10,39
0,38,25,23,44,32,1,42
0,26,11,23,14,19,7,41
0,25,24,41,15,36,29,8
0,33,32,29,9,43,1,25
0,19,39,42,1,27,33,10
0,23,39,8,27,41,2,37
0,26,46,8,27,47,17,19
0,18,8,35,47,9,22,23
0,37,43,31,2,46,26,27
0,45,26,40,3,35,37,27
0,38,18,16,1,17,41,2
0,2,10,34,20,30,18,31
0,29,36,13,32,41,43,20
0,31,7,39,37,13,2,42
0,13,38,4,48,33,17,12
0,47,34,39,7,21,13,25
0,45,4,8,16,29,47,31
0,27,47,23,35,0,36,19
0,6,41,19,11,36,12,34
0,37,24,10,39,41,0,25
0,31,14,13,26,37,22,35
0,28,21,2,43,4,25,8
0,0,38,6,29,39,28,24
0,19,37,22,18,5,40,0
0,37,4,38,9,29,41,8
0,13,18,35,0,7,44,9
0,39,46,14,1,7,40,19
0,5,20,4,45,43,29,37
0,9,42,5,18,6,23,4
0,39,34,2,29,43,13,18
0,30,31,44,47,11,23,12
0,28,21,16,45,8,3,24
0,44,35,22,19,30,25,5
0,29,14,24,40,10,28,8
0,19,25,8,45,36,11,29
0,35,2,33,19,31,34,20
0,19,4,2,33,42,17,11
0,25,10,45,12,41,1,43
0,21,20,7,38,33,48,13
0,36,12,22,14,11,41,31
0,18,39,26,16,30,0,23
0,23,47,14,26,13,45,29
0,5,27,3,36,42,39,1
0,33,41,8,3,25,5,30
0,16,33,38,7,30,17,5
0,5,22,20,42,8,2,44
0,18,14,48,25,33,31,24
0,20,16,33,11,41,1,36
0,0,40,48,46,41,11,42
0,1,43,28,30,8,6,25
0,34,4,2,29,28,16,21
0,30,32,27,40,5,1,6
0,45,9,29,33,38,24,35
0,14,36,34,17,6,11,9
0,25,5,10,18,21,20,13
0,11,47,31,27,8,4,5
0,44,0,4,26,36,24,16
0,0,26,27,15,30,29,9
0,32,4,28,25,30,34,38
0,13,27,30,25,46,5,38
0,22,7,19,44,15,28,42
0,32,18,9,12,40,10,17
0,33,24,12,35,9,30,25
0,32,38,1,21,4,18,39
0,5,47,3,23,22,16,29
0,12,26,14,27,43,46,48
0,29,42,30,23,19,1,9
0,16,48,34,29,45,43,2
0,34,25,19,47,46,38,43
0,48,12,41,32,6,8,21
0,29,42,11,7,48,21,27
0,7,12,26,46,24,22,31
0,47,24,37,2,10,40,9
0,24,8,42,34,9,40,1
0,12,44,21,45,11,43,20
0,43,19,21,26,0,31,9
0,3,21,30,45,13,44,35
0,26,1,45,34,24,28,5
0,5,20,33,45,16,6,44
0,6,19,4,23,25,43,34
0,9,12,43,22,1,38,19
0,45,24,36,25,6,9,10
0,18,34,46,3,8,15,6
0,28,11,39,24,22,29,31
0,21,45,34,35,6,17,19
0,12,5,39,4,43,19,17
0,47,37,8,46,9,31,24
0,47,24,45,11,43,19,32
0,24,3,28,47,36,27,5
0,0,29,10,28,44,24,48
0,39,33,4,5,38,31,13
0,30,22,17,45,10,38,41
0,10,30,17,13,8,26,42
0,26,1,2,37,43,34,44
0,45,5,18,21,12,4,10
0,31,11,28,0,21,33,43
0,19,44,27,30,13,15,40
0,40,35,20,43,10,30,5
0,8,1,25,7,48,36,22
0,2,39,12,1,47,11,17
0,17,27,3,25,0,46,12
0,43,3,10,31,18,23,35
0,6,31,28,0,41,7,32
0,1,15,5,43,12,22,8
0,29,23,17,26,36,27,19
0,47,19,20,35,10,28,12
0,25,26,5,0,18,11,7
0,20,48,24,11,21,3,31
0,0,44,31,37,2,6,18
0,1,30,27,3,15,38,23
0,0,13,4,22,15,40,17
0,18,10,19,33,47,28,37
0,1,25,17,37,15,29,23
0,22,17,46,26,4,3,32
0,10,35,14,7,41,19,5
0,5,11,26,21,2,10,18
0,42,26,0,9,29,8,17
0,1,32,12,33,25,39,9
0,11,45,10,39,28,16,7
0,2,29,1,19,45,42,8
0,48,47,44,28,19,26,13
0,29,26,46,37,4,41,11
0,17,6,5,18,28,38,35
0,28,0,6,14,2,15,29
0,15,39,1,19,4,28,35
0,6,15,44,42,0,31,37
0,9,40,0,32,4,28,38
0,14,32,9,16,17,42,23
0,22,34,9,17,31,11,38
0,14,0,1,9,13,2,40
0,13,27,11,34,41,37,47
0,13,35,21,37,25,48,44
0,41,24,3,14,1,9,38
0,37,35,2,44,9,34,25
0,9,16,8,7,24,11,23
0,9,0,24,40,21,29,23
0,46,33,29,13,38,12,15
0,8,1,33,37,7,27,22
0,1,37,17,44,27,39,6
0,18,39,38,8,30,35,0
0,42,4,33,47,30,34,44
0,26,0,14,23,8,25,40
0,9,1,39,3,7,6,29
0,11,2,29,34,25,20,5
0,11,43,27,20,17,18,21
0,32,31,34,38,12,21,5
0,41,18,31,34,26,32,17
0,8,38,41,28,19,47,35
0,23,14,31,44,13,6,12
0,36,23,12,33,18,32,40
0,11,22,48,7,29,25,19
0,22,9,43,35,30,10,19
0,26,23,42,22,15,7,43
0,17,12,26,19,35,10,44
0,41,38,19,29,2,35,36
0,47,45,8,32,12,39,17
0,9,27,0,38,48,42,34
0,1,19,44,31,47,43,23
0,10,22,44,21,43,33,48
0,35,1,8,6,29,9,38
0,28,9,27,19,21,42,7
0,28,8,44,12,36,16,11
0,47,13,7,11,19,10,1
0,21,2,3,13,44,22,45
0,22,9,23,31,26,25,37
0,29,38,47,34,28,12,39
0,24,46,5,37,6,1,16
0,3,16,28,44,41,14,19
0,33,37,42,0,23,20,15
0,6,5,29,39,11,25,43
0,38,30,25,31,23,7,16
0,27,8,9,36,19,48,22
0,0,24,31,29,35,7,42
0,12,6,48,23,46,9,42
0,19,18,20,10,15,23,12
0,6,1,30,5,20,29,32
0,34,9,17,25,5,18,24
0,3,21,11,4,18,45,41
0,21,33,0,14,20,18,13
0,10,7,8,16,14,6,35
0,33,20,25,18,40,15,31
0,5,4,41,7,42,34,16
0,48,25,29,23,13,26,18
0,1,31,22,10,7,32,27
0,16,9,27,14,47,1,40
0,6,17,31,48,36,32,7
0,33,1,14,22,36,30,4
0,45,25,26,12,37,44,9
0,8,14,30,0,15,10,4
0,16,32,10,36,8,47,21
0,28,20,21,18,32,34,5
0,22,38,32,47,3,26,8
0,15,19,33,29,42,12,17
0,17,44,11,33,0,42,38
0,39,8,28,6,25,4,27
0,48,18,5,44,36,7,33
0,7,3,23,26,38,41,20
0,42,12,32,22,39,30,11
0,45,41,4,48,16,43,18
0,34,30,15,8,9,12,16
0,10,7,38,19,34,15,11
0,11,20,0,19,6,44,16
0,6,2,30,19,12,34,24
0,45,1,14,42,37,20,6
0,27,1,36,45,20,2,0
0,18,14,34,5,21,29,3
0,18,8,41,24,44,15,4
0,2,38,41,9,6,44,17
0,7,11,36,20,24,40,31
0,15,21,23,28,8,32,48
0,37,48,26,20,39,29,36
0,17,20,3,27,18,5,24
0,33,16,12,22,19,8,10
0,24,44,16,38,34,1,7
0,11,14,34,42,46,31,47
0,39,18,33,4,32,31,7
0,45,36,26,28,9,37,41
0,30,4,12,10,25,42,34
0,45,29,18,28,38,44,31
0,28,43,44,33,31,13,23
0,47,46,7,43,4,32,12
0,11,0,26,15,31,39,28
0,32,44,39,5,23,31,36
0,1,33,3,36,6,9,29
0,7,48,40,29,26,24,17
0,16,28,44,19,2,36,40
0,16,35,5,23,13,0,10
0,39,4,19,29,41,44,42
0,0,9,25,10,39,30,41
0,22,25,32,13,34,7,27
0,7,21,1,23,46,47,4
0,21,39,6,26,14,38,10
0,17,18,14,11,12,38,9
0,24,13,8,44,14,43,21
0,44,35,34,4,46,26,2
0,6,22,33,43,31,36,20
0,46,41,18,13,32,30,2
0,41,47,27,17,19,44,45
0,3,28,35,34,20,14,24
0,20,1,6,40,7,21,36
0,9,16,2,0,46,11,36
0,22,17,13,2,48,37,44
0,13,36,30,43,5,42,2
0,4,7,12,43,42,18,6
0,9,2,11,42,48,15,28
0,30,25,32,2,34,21,27
0,30,18,36,32,47,16,8
0,30,23,16,21,48,12,44
0,2,0,46,42,10,1,3
0,47,14,48,15,2,12,0
0,48,30,31,26,8,46,41
0,37,9,39,2,7,40,0
0,28,2,20,17,24,15,47
0,26,19,28,36,11,38,8
0,36,40,7,34,39,11,42
0,14,47,11,41,27,21,12
0,35,40,43,9,11,32,29
0,26,21,4,11,23,29,7
0,21,29,9,42,36,6,35
0,2,25,11,22,41,39,43
0,43,21,32,15,7,14,19
0,25,28,48,9,7,40,27
0,14,44,26,3,18,21,27
0,9,41,37,0,29,31,46
0,23,10,39,25,38,28,8
0,31,22,28,18,48,4,46
0,41,0,12,29,18,47,42
0,38,39,23,46,30,7,1
0,20,30,9,26,2,1,37
0,8,40,6,44,27,10,48
0,30,7,3,32,29,4,37
0,8,16,27,20,17,34,4
0,45,11,16,21,32,36,23
0,35,34,14,7,6,3,0
0,5,36,20,40,26,11,42
0,11,26,31,19,29,10,43
0,31,33,24,0,19,3,20
0,14,17,41,24,23,11,28
0,37,6,44,11,32,33,5
0,48,44,22,9,28,27,37
0,4,35,34,26,15,46,25
0,29,39,4,20,45,28,31
0,39,10,7,2,26,23,31
0,26,35,5,17,28,2,15
0,25,30,35,33,28,11,37
0,7,5,46,12,27,39,10
0,1,26,29,45,46,6,20
0,3,46,28,48,16,21,47
0,19,27,30,37,47,40,39
0,23,25,4,10,15,11,24
0,26,43,16,47,17,0,15
0,12,22,0,14,37,19,44
0,48,17,47,22,16,40,23
0,37,43,46,18,19,2,8
0,40,29,36,6,42,44,46
0,18,24,31,19,28,21,14
0,33,31,45,44,21,42,9
0,43,17,30,35,8,28,22
0,48,43,47,7,9,23,19
0,39,41,40,26,32,29,24
0,42,23,2,19,17,24,8
0,1,46,7,3,14,0,17
0,19,7,17,5,23,0,35
0,8,42,26,2,48,7,39
0,48,5,36,14,21,33,42
0,33,14,18,31,47,39,20
0,48,42,30,1,9,47,18
0,19,12,27,37,5,20,4
0,36,37,10,28,0,31,39
0,15,8,3,4,26,29,36
0,39,13,29,42,16,17,22
0,44,17,13,14,23,12,6
0,22,29,31,38,36,45,27
0,36,7,0,26,46,32,4
0,16,42,36,23,8,33,32
0,34,43,29,5,26,3,4
0,31,34,29,42,9,7,1
0,25,17,45,7,16,27,3
0,41,13,2,40,39,48,3
0,14,22,31,1,23,16,44
0,46,26,31,6,41,17,12
0,43,11,35,39,28,14,23
0,17,15,29,9,35,32,21
0,24,16,36,41,38,28,31
0,0,16,40,47,41,33,13
0,37,3,32,40,4,42,34
0,9,15,13,0,37,1,16
0,40,22,41,9,3,34,8
0,1,43,0,11,39,21,44
0,9,2,41,44,48,28,36
0,14,24,43,32,7,48,44
0,35,39,6,7,20,34,12
0,41,26,35,12,46,38,40
0,34,21,10,45,40,18,42
0,15,18,20,48,31,23,29
0,11,27,29,15,34,2,22
0,20,48,43,45,34,5,14
0,25,35,29,26,24,10,30
0,14,31,43,35,11,16,44
0,36,1,0,42,23,20,17
0,19,40,1,18,3,36,35
0,47,11,40,34,10,29,25
0,19,1,7,0,8,2,40
0,11,20,40,17,33,14,19
0,26,36,30,0,37,44,4
0,5,38,1,26,30,13,14
0,10,5,48,7,45,20,12
0,32,43,2,13,21,12,35
0,27,32,37,17,34,13,19
0,42,44,48,26,37,8,6
0,45,37,47,36,22,35,24
0,5,41,37,22,35,12,9
0,46,18,42,9,13,34,30
0,5,36,18,47,11,32,4
0,38,39,4,45,6,44,36
0,16,0,37,8,40,22,32
0,29,18,45,27,46,39,21
0,48,38,22,7,13,46,20
0,9,38,3,40,5,32,26
0,11,47,26,48,25,27,6
0,33,10,22,27,9,0,24
0,29,30,4,15,42,18,6
0,40,34,36,6,10,14,22
0,2,46,23,22,37,43,34
0,39,32,44,7,34,35,33
0,22,24,38,18,39,35,25
0,16,32,1,24,38,0,3
0,10,15,22,30,9,13,42
0,48,23,15,27,3,31,21
0,9,46,41,10,32,12,7
0,17,18,31,21,20,39,42
0,36,39,47,23,9,46,38
0,34,32,19,24,45,38,35
0,25,18,39,32,43,10,5
0,30,37,33,27,6,34,26
0,3,24,8,25,29,9,1
0,5,46,0,29,44,28,42
0,39,16,37,2,26,11,4
0,31,4,0,48,30,24,16
0,16,36,47,4,32,9,46
0,6,22,2,3,24,40,20
0,3,11,41,48,21,17,33
0,23,18,22,47,37,9,31
0,14,28,48,26,10,0,20
0,10,47,39,37,33,9,16
0,8,12,23,6,35,26,33
0,2,31,6,19,38,43,44
0,28,39,8,27,30,34,32
0,26,4,32,33,22,6,39
0,29,4,18,36,21,12,7
0,19,30,21,12,20,2,1
0,7,4,45,10,14,13,30
0,18,24,17,39,5,20,28
0,17,24,39,22,45,48,47
0,34,15,25,2,45,46,26
0,14,12,46,7,30,15,33
0,15,29,21,18,41,42,2
0,45,23,1,43,35,26,14
0,31,28,21,26,6,12,44
0,6,30,2,27,1,32,46
0,26,28,33,25,16,17,40
0,0,26,46,1,44,4,13
0,22,14,18,7,4,40,39
0,31,13,2,27,1,15,40
0,2,36,33,27,48,41,26
0,35,8,43,47,1,29,41
0,32,28,8,39,11,16,17
0,16,36,23,4,44,8,32
0,32,36,17,44,35,37,38
0,14,11,4,22,32,39,36
0,1,46,12,36,42,7,14
0,14,39,3,38,23,6,17
0,47,11,27,38,42,34,13
0,27,2,48,23,41,29,40
0,38,27,17,36,3,31,21
0,13,44,29,43,27,30,24
0,35,24,2,26,27,21,1
0,16,36,46,47,6,37,24
0,30,40,21,32,18,42,33
0,21,42,40,4,47,2,18
0,3,37,47,42,29,36,17
0,20,23,36,31,3,5,47
0,2,47,42,30,27,3,11
0,24,48,23,31,3,41,36
0,45,3,33,27,37,36,2
0,26,21,10,30,11,0,9
0,26,21,27,15,48,40,39
0,38,36,11,7,39,42,19
0,21,41,15,14,34,33,39
0,12,24,39,36,0,1,45
0,10,38,8,0,26,19,16
0,31,44,14,28,17,23,2
0,22,35,43,25,46,17,37
0,48,34,41,16,46,17,15
0,47,2,36,27,23,13,15
0,27,5,30,33,37,46,41
0,43,19,26,14,47,6,16
0,6,37,26,4,38,8,44
0,2,28,22,11,26,27,6
0,13,0,48,12,40,46,45
0,11,43,7,29,23,3,41
0,28,31,26,14,11,44,42
0,25,17,15,30,35,24,12
0,43,25,8,44,46,31,0
0,28,5,18,34,8,24,0
0,35,18,43,26,13,24,22
0,44,35,8,2,42,14,21
0,26,47,40,12,38,44,23
0,20,0,18,4,23,39,48
0,32,33,24,12,22,1,11
0,46,44,13,39,25,21,47
0,26,16,6,12,30,29,43
0,8,32,45,13,25,16,38
0,19,15,40,44,36,39,0
0,11,16,29,48,6,18,47
0,14,34,6,8,48,41,20
0,6,46,37,13,22,12,29
0,28,34,44,36,12,18,3
0,21,3,31,47,11,39,26
0,41,14,44,39,24,47,28
0,26,6,17,10,36,31,43
0,6,46,14,4,24,25,36
0,28,24,23,39,16,0,2
0,43,32,1,16,27,12,47
0,21,37,32,41,46,45,19
0,43,8,7,28,44,21,27
0,24,41,17,31,30,4,15
0,7,12,44,32,43,29,0
0,44,39,25,32,45,6,31
0,2,30,40,1,25,37,15
0,34,13,1,43,8,10,42
0,3,32,22,26,19,14,9
0,33,22,15,24,0,43,5
0,9,44,20,0,18,38,48
0,34,11,45,30,14,25,2
0,40,26,21,45,46,23,16
0,2,35,8,38,12,22,13
0,34,47,24,6,42,38,39
0,15,48,5,19,31,46,35
0,47,29,5,41,14,15,1
0,17,19,43,41,29,8,16
0,6,3,28,26,39,19,23
0,8,10,47,21,39,14,4
0,14,28,48,32,8,31,27
0,13,9,47,21,43,42,2
0,18,47,29,39,42,37,40
0,43,21,19,7,39,15,35
0,41,4,33,26,19,40,11
0,13,48,27,20,21,8,12
0,11,7,35,28,22,31,38
0,30,8,41,25,13,36,38
0,28,48,44,4,27,46,18
0,41,16,14,21,15,31,2
0,9,12,20,30,40,10,16
0,34,17,41,31,30,33,29
0,39,20,19,10,2,43,9
0,40,0,36,10,32,33,23
0,44,3,14,42,31,0,18
0,47,29,14,23,6,30,24
0,37,44,1,25,14,18,19
0,11,26,5,14,36,47,15
0,37,46,42,7,10,31,8
0,47,26,36,21,15,30,17
0,16,19,28,34,37,46,9
0,34,16,47,41,38,13,15
0,21,45,11,34,1,14,31
0,28,46,27,37,20,33,24
0,18,7,2,25,37,11,12
0,6,23,44,14,30,21,9
0,22,1,18,5,7,2,26
0,8,16,37,45,15,12,40
0,17,20,25,6,31,43,26
0,20,15,32,35,2,17,29
0,24,19,14,23,17,26,36
0,40,9,8,5,32,12,15
0,24,2,40,32,29,48,9
0,21,41,42,19,28,0,12
0,4,15,16,30,26,13,5
0,20,27,21,32,0,30,16
0,10,26,33,7,4,40,8
0,6,1,41,2,24,42,48
0,48,11,45,7,18,26,5
0,19,17,1,39,43,9,7
0,28,5,14,18,16,40,10
0,48,34,33,8,30,12,37
0,20,45,16,9,7,31,34
0,34,31,11,43,15,46,32
0,14,5,13,31,47,6,19
0,2,43,22,17,38,3,48
0,23,46,10,41,7,29,35
0,33,37,20,35,17,9,24
0,1,32,31,19,10,33,28
0,47,20,23,27,34,31,36
0,30,48,38,41,40,34,29
0,23,32,36,31,12,22,34
0,37,46,23,13,39,18,45
0,16,30,15,5,43,19,17
0,36,17,31,45,44,39,15
0,30,26,32,36,17,3,29
0,25,5,44,30,24,31,17
0,31,2,30,24,22,27,7
0,40,4,25,38,31,18,16
0,42,48,22,5,37,26,1
0,35,0,3,10,17,21,24
0,17,3,35,8,45,0,30
0,34,29,6,40,28,3,36
0,35,16,12,26,25,46,6
0,34,35,45,46,2,22,39
0,21,31,35,44,27,20,46
0,29,6,38,20,16,14,47
0,48,25,46,32,1,35,39
0,29,40,31,7,1,13,15
0,24,31,4,13,33,3,8
0,33,25,20,31,8,37,2
0,33,7,46,26,19,45,36
0,44,22,19,5,12,46,16
0,18,48,11,26,30,28,3
0,12,47,19,17,45,25,1
0,11,39,27,38,33,10,36
0,16,13,23,27,11,3,37
0,18,43,23,27,15,34,31
0,13,46,9,4,21,22,11
0,37,17,24,30,31,19,42
0,22,29,4,16,35,9,33
0,42,7,39,14,43,28,10
0,44,32,14,38,8,46,5
0,15,10,46,39,20,40,29
0,20,29,35,8,10,0,47
0,30,48,36,39,28,47,2
0,39,9,47,42,2,46,35
0,15,24,44,12,19,31,22
0,26,29,14,8,12,4,37
0,30,46,7,5,17,11,35
0,3,2,1,48,11,24,20
0,11,34,45,3,22,33,13
0,5,48,29,32,21,33,30
0,33,16,46,24,32,6,37
0,10,29,23,31,27,20,4
0,41,37,9,24,32,13,34
0,45,34,46,26,16,8,2
0,12,38,1,44,13,27,11
0,26,8,28,16,31,32,24
0,12,30,0,16,1,45,32
0,44,28,18,29,27,16,12
0,16,43,47,0,41,2,29
0,24,10,43,47,31,21,32
0,17,41,30,20,10,24,47
0,26,15,6,2,41,21,19
0,46,43,31,30,3,29,40
0,47,27,23,40,4,16,9
0,20,43,23,7,6,39,2
0,10,26,0,15,45,46,2
0,13,28,1,32,42,26,29
0,32,3,26,9,38,16,27
0,3,43,23,37,2,34,44
0,10,1,14,15,16,32,7
0,3,29,28,47,41,13,20
0,29,46,34,7,26,40,18
0,31,11,32,22,44,16,25
0,29,45,14,43,34,24,47
0,29,12,47,26,30,16,41
0,40,24,4,31,13,3,37
0,30,19,7,43,42,41,45
0,31,43,2,44,37,28,4
0,37,8,4,13,26,27,41
0,10,3,44,27,14,20,39
0,30,19,22,21,38,42,46
0,4,27,40,14,8,43,46
0,25,1,39,43,32,7,35
0,1,47,9,12,39,21,8
0,11,23,10,27,48,25,14
0,40,6,4,46,43,19,0
0,39,6,21,19,44,18,28
0,25,32,29,31,7,20,28
0,6,39,1,33,45,40,36
0,24,12,41,6,0,40,28
0,39,12,23,13,42,19,34
0,15,25,47,39,13,16,5
0,3,22,0,5,9,45,12
0,9,3,26,8,19,2,46
0,8,47,35,42,30,7,1
0,11,4,22,46,16,21,30
0,11,35,40,43,5,32,4
0,36,22,11,16,34,1,21
0,1,41,19,35,13,21,45
0,11,47,19,23,43,3,4
0,7,30,28,34,1,14,11
0,17,47,34,30,45,16,29
0,13,27,8,30,2,37,12
0,24,8,2,29,16,3,41
0,33,11,24,5,41,45,18
0,3,29,45,43,34,19,30
0,46,25,5,9,27,44,7
0,45,27,28,31,3,34,12
0,14,12,20,40,31,43,21
0,43,31,8,12,3,20,26
0,20,34,44,14,9,22,47
0,19,31,9,41,8,3,34
0,1,7,44,11,34,2,15
0,2,8,10,27,16,11,45
0,34,1,7,0,39,42,38
0,19,28,43,37,27,17,5
0,37,28,39,34,11,23,6
0,19,9,44,1,4,27,41
0,22,39,14,26,48,28,30
0,23,36,42,48,21,37,34
0,23,25,5,31,21,41,32
0,10,6,11,22,38,44,20
0,44,45,43,8,37,18,40
0,28,46,47,30,21,38,42
0,40,43,12,42,45,17,28
0,30,18,21,40,2,0,26
0,36,4,18,21,25,42,22
0,15,23,11,36,38,2,12
0,21,41,6,19,47,42,9
0,0,1,39,24,43,13,41
0,26,21,42,15,9,0,31
0,47,38,29,40,18,22,44
0,9,30,42,46,20,1,26
0,21,9,5,27,15,10,8
0,47,48,37,24,30,25,33
0,31,19,7,3,1,18,34
0,12,13,10,42,18,0,43
0,1,45,46,15,26,44,9
0,21,6,38,37,24,18,35
0,11,26,6,43,39,20,1
0,9,25,33,13,28,46,21
0,28,23,21,7,5,33,4
0,41,25,31,20,24,35,30
0,5,3,31,1,22,10,43
0,47,17,16,46,22,2,43
0,18,27,21,1,12,29,26
0,42,0,43,16,34,48,6
0,5,31,40,17,11,4,16
0,27,1,4,33,25,7,29
0,39,45,21,16,25,9,46
0,19,35,20,29,48,12,38
0,35,38,47,1,2,16,33
0,18,33,41,9,27,2,43
